title,year,runtime,genre_1,genre_2,director,score,user_ratings,budget,revenue
The Bridges of Madison County,1995,135,Drama,Romance,Clint Eastwood,77,2435,"$24,000,000","$182,000,000"
"I, Daniel Blake",2016,100,Drama,,Ken Loach,77,1570,-,"$15,697,699"
Selena,1997,127,Drama,Music,Gregory Nava,77,1340,"$20,000,000","$60,000,000"
RRR,2022,187,Action,History,S. S. Rajamouli,77,1691,"$69,000,000","$160,000,000"
The Ultimate Gift,2007,114,Romance,Drama,Michael O. Sajbel,77,551,"$9,000,000","$3,438,735"
Notorious,1946,103,Romance,Mystery,Alfred Hitchcock,77,1796,"$2,000,000","$24,500,000"
John Wick: Chapter 4,2023,170,Action,Thriller,Chad Stahelski,77,8278,"$100,000,000","$447,316,405"
Inside Job,2010,109,Documentary,Crime,Charles Ferguson,77,1071,"$2,000,000","$7,871,522"
Evil Dead Burn,2026,110,Horror,,Sébastien Vaniček,77,1500,"$20,000,000","$71,491,178"
Entergalactic,2022,93,Animation,Romance,Fletcher Moules,77,519,-,-
Sniper: The White Raven,2022,120,War,Action,Marian Bushan,77,945,"$1,000,000",$881
Alice in the Cities,1974,110,Drama,,Wim Wenders,77,361,-,-
Nightcrawler,2014,118,Crime,Drama,Dan Gilroy,77,12038,"$8,500,000","$47,425,835"
The Red Balloon,1956,34,Comedy,Drama,Albert Lamorisse,77,450,-,"$48,980"
Everything Everywhere All at Once,2022,140,Action,Adventure,Daniel Scheinert,77,8388,"$25,000,000","$139,200,000"
Mother,2009,129,Crime,Drama,Bong Joon Ho,77,1741,"$5,000,000","$17,112,713"
Rental Family,2025,110,Comedy,Drama,Hikari,77,1012,-,"$26,585,129"
The Martian,2015,141,Science Fiction,Drama,Ridley Scott,77,21790,"$108,000,000","$631,058,917"
Spirit: Stallion of the Cimarron,2002,83,Animation,Adventure,Lorna Cook,77,5014,"$80,000,000","$122,563,539"
The Princess Bride,1987,99,Adventure,Fantasy,Rob Reiner,77,5281,"$16,000,000","$30,900,000"
Harry Potter and the Chamber of Secrets,2002,161,Adventure,Fantasy,Chris Columbus,77,24047,"$100,000,000","$876,688,482"
Sound of Metal,2020,121,Drama,Music,Darius Marder,77,2936,-,"$516,520"
Sword Art Online the Movie: Ordinal Scale,2017,119,Animation,Action,Tomohiko Ito,77,780,-,"$29,322,339"
PK,2014,153,Comedy,Drama,Rajkumar Hirani,77,1206,"$13,000,000","$118,920,000"
The Ox-Bow Incident,1943,76,Western,,William A. Wellman,77,439,"$565,000",-
Underground,1995,170,Comedy,Drama,Emir Kusturica,77,800,"$14,000,000","$182,134"
Philadelphia,1993,126,Drama,,Jonathan Demme,77,4754,"$26,000,000","$206,678,440"
The Maltese Falcon,1941,100,Mystery,Crime,John Huston,77,1932,"$375,000","$1,772,000"
The Man from Nowhere,2010,119,Action,Thriller,Lee Jeong-beom,77,1553,"$1,255,000","$43,059,790"
The Sacrifice,1986,149,Drama,,Andrei Tarkovsky,77,631,-,"$1,095,380"
Manhattan,1979,96,Comedy,Drama,Woody Allen,77,2671,"$9,000,000","$40,194,067"
Flee,2021,89,Documentary,Animation,Jonas Poher Rasmussen,77,410,"$3,400,000","$712,229"
"Like Father, Like Son",2013,120,Drama,,Hirokazu Kore-eda,77,819,-,"$19,978,961"
Taste of Cherry,1997,99,Drama,,Abbas Kiarostami,77,732,"$120,000","$10,923"
Vivre Sa Vie,1962,84,Drama,,Jean-Luc Godard,77,718,"$64,000","$24,517"
Sleuth,1972,138,Thriller,Mystery,Joseph L. Mankiewicz,77,749,"$3,500,000","$5,750,000"
If Anything Happens I Love You,2020,12,Drama,Animation,Michael Govier,77,1013,-,-
Azur & Asmar: The Princes' Quest,2006,99,Animation,Family,Michel Ocelot,77,674,-,-
Fireproof,2008,118,Drama,Romance,Alex Kendrick,77,875,"$500,000","$33,473,297"
Brief Encounter,1945,86,Drama,Romance,David Lean,77,727,"$1,200,000",-
Past Lives,2023,106,Drama,Romance,Celine Song,77,2450,"$12,000,000","$28,126,646"
Day & Night,2010,6,Animation,Family,Teddy Newton,77,974,-,-
Who's Afraid of Virginia Woolf?,1966,131,Drama,,Mike Nichols,77,940,"$7,500,000","$33,736,689"
Gran Turismo,2023,135,Adventure,Drama,Neill Blomkamp,77,3562,"$60,000,000","$121,700,000"
The Gorge,2025,128,Romance,Science Fiction,Scott Derrickson,77,4182,"$70,000,000",-
Hustle,2022,117,Drama,Comedy,Jeremiah Zagar,77,2916,"$21,000,000",-
Mustang,2015,97,Drama,,Deniz Gamze Ergüven,77,1488,"$1,300,000","$5,300,000"
Love Don't Co$t a Thing,2003,100,Comedy,Drama,Troy Byer,77,733,-,"$21,964,072"
12 Angry Men,1997,117,Drama,TV Movie,William Friedkin,77,470,"$1,750,000","$2,000,000"
Kin-dza-dza!,1986,135,Comedy,Science Fiction,Georgiy Daneliya,77,301,-,-
BPM (Beats per Minute),2017,143,Drama,,Robin Campillo,77,1405,"$6,600,000","$7,632,420"
Fallen Angels,1995,98,Action,Romance,Wong Kar-Wai,77,1364,-,-
A Charlie Brown Christmas,1965,25,Animation,Family,Bill Melendez,77,810,"$96,000",-
Little Miss Sunshine,2006,102,Comedy,Drama,Valerie Faris,77,8052,"$8,000,000","$100,523,351"
White Snake,2019,99,Romance,Animation,Zhao Ji,77,571,"$11,936,735","$62,098,770"
Pride,2014,120,Drama,Comedy,Matthew Warchus,77,1445,-,"$16,700,000"
Monsieur Verdoux,1947,124,Comedy,Crime,Charlie Chaplin,77,489,"$2,000,000",-
The Terminator,1984,108,Action,Thriller,James Cameron,77,15094,"$6,400,000","$78,371,200"
The Count of Monte Cristo,2002,131,Adventure,Drama,Kevin Reynolds,77,2108,"$35,000,000","$75,395,048"
The Celebration,1998,101,Drama,,Thomas Vinterberg,77,1314,"$1,300,000",-
Overcomer,2019,119,Drama,,Alex Kendrick,77,309,"$5,000,000","$38,026,103"
Shottas,2002,95,Action,Adventure,Cess Silvera,77,383,"$200,000",-
The Seven Deadly Sins: Cursed by Light,2021,79,Animation,Fantasy,Takayuki Hamana,77,521,-,"$1,094,673"
Rurouni Kenshin Part III: The Legend Ends,2014,135,Action,Adventure,Keishi Otomo,77,578,-,-
Ordinary Angels,2024,118,Drama,,Jon Gunn,77,428,"$13,000,000","$20,571,534"
Rurouni Kenshin: The Final,2021,138,Action,Adventure,Keishi Otomo,77,561,-,"$33,457,923"
How to Train Your Dragon 2,2014,102,Fantasy,Action,Dean DeBlois,77,10664,"$145,000,000","$621,537,519"
Angel's Egg,1985,71,Animation,Fantasy,Mamoru Oshii,77,612,-,-
Harvey,1950,104,Comedy,Fantasy,Henry Koster,77,701,-,-
The World's Fastest Indian,2005,127,Drama,Adventure,Roger Donaldson,77,924,"$25,000,000","$18,300,000"
Jaws,1975,124,Horror,Thriller,Steven Spielberg,77,11847,"$7,000,000","$470,653,000"
STRAW,2025,105,Thriller,Drama,Tyler Perry,77,1004,-,-
Jean de Florette,1986,122,Drama,,Claude Berri,77,625,"$4,940,939",-
Officer Black Belt,2024,108,Action,Comedy,Jason Kim,77,382,-,-
Black Swan,2010,108,Drama,Thriller,Darren Aronofsky,77,15860,"$13,000,000","$329,398,046"
Knockin' on Heaven's Door,1997,89,Comedy,Crime,Thomas Jahn,77,612,"$3,500,000",-
Harry Potter and the Half-Blood Prince,2009,153,Adventure,Fantasy,David Yates,77,21175,"$250,000,000","$933,959,197"
Tangerines,2013,87,Drama,War,Zaza Urushadze,77,620,-,-
Marriage Italian Style,1964,102,Drama,Romance,Vittorio De Sica,77,557,-,"$12,800,000"
In the Heat of the Night,1967,109,Crime,Drama,Norman Jewison,77,1290,"$2,000,000","$27,379,978"
Onibaba,1964,105,Horror,,Kaneto Shindō,77,499,-,-
Kabhi Khushi Kabhie Gham,2001,209,Comedy,Drama,Karan Johar,77,627,"$7,500,000","$11,336,308"
Descendants 3,2019,106,Family,TV Movie,Kenny Ortega,77,1659,"$15,000,000",-
Arrietty,2010,95,Fantasy,Animation,Hiromasa Yonebayashi,77,3272,"$23,000,000","$149,660,003"
October Sky,1999,107,Drama,History,Joe Johnston,77,1494,"$25,000,000","$34,698,685"
The Searchers,1956,119,Western,,John Ford,77,1623,"$3,750,000",-
Stalag 17,1953,120,Comedy,Drama,Billy Wilder,77,684,"$1,661,530","$10,000,000"
Red Shoes and the Seven Dwarfs,2019,92,Animation,Fantasy,Hong Sung-ho,77,1150,"$20,000,000","$10,054,356"
The Broken Circle Breakdown,2012,112,Drama,,Felix van Groeningen,77,1150,-,"$5,500,000"
Moonrise Kingdom,2012,94,Comedy,Drama,Wes Anderson,77,6467,"$16,000,000","$68,263,166"
Scooby-Doo on Zombie Island,1998,77,Animation,Mystery,Jim Stenstrum,77,883,-,-
The Warriors,1979,94,Action,Thriller,Walter Hill,77,2460,"$4,000,000","$22,490,039"
Zootopia 2,2025,108,Animation,Adventure,Jared Bush,77,3417,"$150,000,000","$1,868,208,796"
Before the Flood,2016,93,Documentary,,Fisher Stevens,77,829,-,-
Mississippi Burning,1988,128,Drama,Crime,Alan Parker,77,2019,"$15,000,000","$34,604,000"
Waltz with Bashir,2008,90,Animation,Documentary,Ari Folman,77,1084,"$1,500,000","$11,179,372"
Holding the Man,2015,128,Drama,,Neil Armfield,77,468,-,-
Embrace of the Serpent,2015,125,Drama,Adventure,Ciro Guerra,77,526,"$1,400,000","$1,320,005"
Mickey's Christmas Carol,1983,25,Family,Animation,Burny Mattinson,77,1003,"$3,000,000","$21,000,000"
Fireworks,1997,103,Crime,Drama,Takeshi Kitano,77,803,-,-
Harry Potter and the Order of the Phoenix,2007,138,Adventure,Fantasy,David Yates,77,21204,"$150,000,000","$938,212,738"
Rich in Love,2020,104,Romance,Comedy,Bruno Garotti,77,633,-,-
Father There Is Only One,2019,96,Comedy,Family,Santiago Segura,77,775,"$3,400,000","$15,894,372"
Boys,2014,77,Drama,Romance,Mischa Kamp,77,752,-,-
The Children's Hour,1961,108,Drama,,William Wyler,77,424,"$3,600,000","$3,000,000"
Hiroshima Mon Amour,1959,92,Drama,History,Alain Resnais,77,950,-,"$3,193"
The Young Girls of Rochefort,1967,126,Romance,Comedy,Jacques Demy,77,669,-,-
Constantine: City of Demons - The Movie,2018,90,Fantasy,Animation,Doug Murphy,77,680,-,-
PlayTime,1967,115,Comedy,,Jacques Tati,77,695,-,-
Cast Away,2000,143,Adventure,Drama,Robert Zemeckis,77,12538,"$90,000,000","$429,632,142"
Rurouni Kenshin: The Beginning,2021,138,Action,Adventure,Keishi Otomo,77,560,-,-
The Batman,2022,177,Crime,Mystery,Matt Reeves,77,12487,"$185,000,000","$772,775,278"
The Hustler,1961,134,Drama,Romance,Robert Rossen,77,1123,"$2,000,000","$7,600,000"
"Duck, You Sucker",1971,157,Western,,Sergio Leone,77,1219,-,-
Viridiana,1962,90,Drama,,Luis Buñuel,77,565,-,"$679,244"
Iron Man,2008,126,Action,Science Fiction,Jon Favreau,77,28795,"$140,000,000","$585,174,222"
Ricky Gervais: Humanity,2018,79,Comedy,,John L. Spencer,77,538,-,-
The Blind Side,2009,129,Drama,,John Lee Hancock,77,6984,"$29,000,000","$309,231,694"
Remember the Titans,2000,113,Drama,,Boaz Yakin,77,3063,"$30,000,000","$136,700,000"
Apocalypto,2006,138,Action,Drama,Mel Gibson,77,6662,"$40,000,000","$120,654,337"
The Promised Land,2023,127,Action,Drama,Nikolaj Arcel,77,634,"$8,500,000","$2,246,680"
Fried Green Tomatoes,1991,130,Drama,Comedy,Jon Avnet,77,1523,"$11,000,000","$119,418,501"
Cléo from 5 to 7,1962,90,Drama,,Agnès Varda,77,802,-,-
Primal Fear,1996,130,Crime,Drama,Gregory Hoblit,77,4141,"$30,000,000","$102,616,183"
Strangers on a Train,1951,101,Crime,Thriller,Alfred Hitchcock,77,1934,"$1,200,000","$7,000,000"
Inherit the Wind,1960,128,Drama,,Stanley Kramer,77,488,"$2,000,000","$2,000,000"
Berserk: The Golden Age Arc III - The Advent,2013,110,Animation,Action,Toshiyuki Kubooka,77,419,-,"$399,445"
The Act of Killing,2012,159,Documentary,History,Joshua Oppenheimer,77,780,"$1,000,000","$722,714"
The Big Heat,1953,89,Crime,Thriller,Fritz Lang,77,573,-,-
The Last Waltz,1978,117,Documentary,Music,Martin Scorsese,77,320,-,"$321,952"
All the President's Men,1976,138,Drama,Mystery,Alan J. Pakula,77,2154,"$8,500,000","$70,600,000"
Out of the Past,1947,97,Crime,Thriller,Jacques Tourneur,77,663,-,-
Brazil,1985,143,Comedy,Science Fiction,Terry Gilliam,77,3819,"$15,000,000","$9,953,708"
The Edge of Democracy,2019,121,Documentary,,Petra Costa,77,386,-,-
Free Fall,2013,97,Drama,Romance,Stephan Lacant,77,851,-,"$599,721"
The Spirit of the Beehive,1973,98,Drama,Fantasy,Víctor Erice,77,408,-,-
What's Eating Gilbert Grape,1993,118,Romance,Drama,Lasse Hallström,77,4381,"$11,000,000","$10,000,000"
The Gentlemen,2020,113,Action,Comedy,Guy Ritchie,77,6862,"$22,000,000","$115,171,795"
Divines,2016,105,Drama,,Houda Benyamina,77,696,"$2,791,874",-
Planet of the Apes,1968,112,Science Fiction,Adventure,Franklin J. Schaffner,77,4106,"$5,800,000","$32,589,624"
Aladdin,1992,91,Animation,Family,Ron Clements,77,12248,"$28,000,000","$504,050,219"
High Noon,1952,85,Western,,Fred Zinnemann,77,1628,"$730,000","$8,000,000"
Exhuma,2024,134,Mystery,Horror,Jang Jae-hyun,77,807,-,"$97,974,828"
My Mom Is a Character 2,2016,88,Comedy,,César Rodrigues,77,526,"$2,000,000","$39,195,565"
The Thin Blue Line,1988,103,Crime,Documentary,Errol Morris,77,424,-,"$1,209,846"
Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog,2021,72,Animation,Mystery,Cecilia Aranovich,77,414,-,-
The Trial of the Chicago 7,2020,130,Drama,History,Aaron Sorkin,77,3440,"$35,000,000","$107,423"
The Outlaws,2017,121,Action,Crime,Kang Yun-sung,77,568,"$5,900,000","$52,946,454"
Captain America: The Winter Soldier,2014,136,Action,Adventure,Anthony Russo,77,20444,"$170,000,000","$714,766,572"
L'Eclisse,1962,126,Drama,Romance,Michelangelo Antonioni,77,561,-,-
Charade,1963,113,Comedy,Mystery,Stanley Donen,77,1594,"$4,000,000","$13,475,000"
Nosferatu,1922,94,Horror,Fantasy,F. W. Murnau,77,2525,-,"$27,964"
Baki Hanma VS Kengan Ashura,2024,60,Animation,Action,Toshiki Hirano,77,410,-,-
"Quo Vadis, Aida?",2021,104,War,Drama,Jasmila Žbanić,77,495,"$4,750,000","$813,253"
Monica and Friends: Bonds,2019,97,Family,Adventure,Daniel Rezende,77,303,"$1,803,570","$1,357,142"
Ask Me If I'm Happy,2000,100,Comedy,,Giacomo Poretti,77,1738,-,-
Prey,2022,100,Thriller,Action,Dan Trachtenberg,76,7971,"$65,000,000",-
Little Eggs: A Frozen Rescue,2022,91,Animation,Adventure,Rodolfo Riva Palacio Alatriste,77,364,-,-
I Vitelloni,1953,103,Comedy,Drama,Federico Fellini,77,754,-,-
Earth,2007,90,Documentary,,Mark Linfield,77,382,"$15,000,000","$109,000,000"
Fabricated City,2017,126,Action,Thriller,Bae Jong,76,367,-,-
Courageous,2011,129,Drama,,Alex Kendrick,76,427,"$1,000,000","$35,690,739"
Breakthrough,2019,116,Drama,,Roxann Dawson,76,1155,"$14,000,000","$49,200,000"
White Heat,1949,114,Crime,Drama,Raoul Walsh,76,556,"$1,300,000","$3,483,000"
Orpheus,1950,95,Romance,Fantasy,Jean Cocteau,76,307,-,-
Aftersun,2022,101,Drama,,Charlotte Wells,76,1964,-,"$7,834,405"
Avatar: Fire and Ash,2025,198,Science Fiction,Adventure,James Cameron,76,4304,"$350,000,000","$1,485,999,890"
A Night to Remember,1958,123,Drama,Action,Roy Ward Baker,76,301,"$1,680,000",-
The Conformist,1971,108,Drama,,Bernardo Bertolucci,76,783,"$750,000","$233,493"
Amores Perros,2000,154,Drama,Thriller,Alejandro G. Iñárritu,76,3003,"$2,000,000","$20,908,467"
Hunt for the Wilderpeople,2016,101,Adventure,Comedy,Taika Waititi,76,2388,"$2,500,000","$23,900,000"
Threads,1984,117,War,Drama,Mick Jackson,76,437,"$420,000",-
The Killing,1956,85,Crime,Thriller,Stanley Kubrick,76,1763,"$320,000",-
The Holdovers,2023,133,Drama,Comedy,Alexander Payne,76,2656,"$13,000,000","$42,513,270"
"Black Cat, White Cat",1998,127,Comedy,Romance,Emir Kusturica,76,845,-,"$353,734"
Boyz n the Hood,1991,112,Drama,Crime,John Singleton,76,2346,"$6,500,000","$57,504,069"
Edge of Tomorrow,2014,114,Action,Science Fiction,Doug Liman,76,15485,"$178,000,000","$370,541,256"
Lucky and Zorba,1998,76,Family,Animation,Enzo D'Alò,76,644,-,-
Icarus,2017,121,Documentary,,Bryan Fogel,76,851,-,-
The Traitor,2019,151,Drama,Crime,Marco Bellocchio,76,1444,-,-
Kubo and the Two Strings,2016,102,Animation,Adventure,Travis Knight,76,3920,"$60,000,000","$76,249,438"
A Dog's Purpose,2017,100,Adventure,Fantasy,Lasse Hallström,76,3591,"$22,000,000","$205,000,000"
All the Bright Places,2020,108,Romance,Drama,Brett Haley,76,3066,-,-
Memoirs of a Geisha,2005,146,Drama,Romance,Rob Marshall,76,3453,"$85,000,000","$162,242,962"
Godzilla,1954,96,Thriller,Horror,Ishirō Honda,76,1160,"$60,000","$2,250,000"
Batman and Superman: Battle of the Super Sons,2022,80,Animation,Action,Matt Peters,76,365,-,-
Mad Max: Fury Road,2015,121,Action,Adventure,George Miller,76,24579,"$150,000,000","$378,858,340"
Fantastic Planet,1973,72,Animation,Science Fiction,René Laloux,76,1141,-,-
Boogie Nights,1997,156,Drama,Comedy,Paul Thomas Anderson,76,3693,"$15,000,000","$43,101,594"
The Longest Ride,2015,128,Drama,Romance,George Tillman Jr.,76,3373,"$34,000,000","$63,013,281"
Zindagi Na Milegi Dobara,2011,154,Drama,Comedy,Zoya Akhtar,76,435,"$7,700,000","$160,000,000"
A Little Princess,1995,97,Drama,Family,Alfonso Cuarón,76,1072,"$17,000,000","$10,000,000"
Gladiator,1992,101,Drama,,Rowdy Herrington,76,421,"$20,000,000","$9,223,441"
A Million Miles Away,2023,122,Drama,History,Alejandra Márquez Abella,76,553,-,-
My Night at Maud's,1969,110,Romance,Comedy,Éric Rohmer,76,367,-,-
Dragon Ball Z: The History of Trunks,1993,48,Animation,Action,Yoshihiro Ueda,76,627,-,-
Groundhog Day,1993,101,Romance,Fantasy,Harold Ramis,76,9154,"$14,600,000","$71,108,778"
Sin Nombre,2009,96,Drama,Action,Cary Joji Fukunaga,76,803,-,"$5,102,705"
Onward,2020,102,Adventure,Animation,Dan Scanlon,76,6692,"$200,000,000","$141,888,276"
Bacurau,2019,131,Mystery,Western,Juliano Dornelles,76,1172,"$1,430,000","$3,554,178"
Arrival,2016,116,Drama,Science Fiction,Denis Villeneuve,76,19848,"$47,000,000","$203,388,186"
Barfi!,2012,151,Drama,Romance,Anurag Basu,76,388,"$4,437,508","$2,804,874"
The Bad Guys 2,2025,104,Family,Comedy,Pierre Perifel,76,900,"$80,000,000","$239,676,236"
The Graduate,1967,107,Drama,Romance,Mike Nichols,76,3802,"$3,000,000","$104,945,305"
Atonement,2007,123,Drama,Romance,Joe Wright,76,4828,"$30,000,000","$131,016,624"
The Hill,2023,121,History,Drama,Jeff Celentano,76,321,-,"$7,600,000"
The Eight Mountains,2022,147,Drama,,Charlotte Vandermeersch,76,869,-,"$9,494,985"
Forever My Girl,2018,108,Romance,Drama,Bethany Ashton Wolf,76,1422,"$3,500,000","$16,367,326"
Laura,1944,88,Drama,Mystery,Otto Preminger,76,940,"$1,020,000","$2,000,000"
Poor Things,2023,141,Science Fiction,Romance,Yorgos Lanthimos,76,5731,"$35,000,000","$117,607,117"
Tumbbad,2018,113,Fantasy,Horror,Rahi Anil Barve,76,349,-,-
My Friends Act II,1982,130,Comedy,,Mario Monicelli,76,373,-,-
Time of the Gypsies,1988,142,Drama,Crime,Emir Kusturica,76,451,-,-
The Fall,2006,117,Adventure,Fantasy,Tarsem Singh,76,1606,"$30,000,000","$3,984,390"
Another Round,2020,117,Comedy,Drama,Thomas Vinterberg,76,3910,"$5,150,000","$21,700,000"
In a Lonely Place,1950,93,Thriller,Drama,Nicholas Ray,76,681,-,"$1,400,000"
Eddie Murphy: Delirious,1983,69,Comedy,,Bruce Gowers,76,366,-,-
Geri's Game,1997,4,Animation,Comedy,Jan Pinkava,76,1251,-,-
The Killer,2022,95,Action,Crime,Choi Jae-hoon,76,436,-,"$595,112"
My Little Pony: A New Generation,2021,90,Animation,Family,Robert Cullen,76,354,-,"$4,100,000"
Deadpool,2016,108,Action,Adventure,Tim Miller,76,33273,"$58,000,000","$782,837,347"
Cat on a Hot Tin Roof,1958,108,Drama,,Richard Brooks,76,865,"$3,000,000","$17,570,324"
Big George Foreman,2023,129,History,Drama,George Tillman Jr.,76,385,"$32,000,000","$3,800,000"
The Banker,2020,120,Drama,,George Nolfi,76,1151,-,-
One Cut of the Dead,2017,96,Comedy,Horror,Shinichiro Ueda,76,1028,"$52,406","$27,590,180"
Get Out,2017,104,Mystery,Thriller,Jordan Peele,76,19322,"$4,500,000","$255,407,969"
The Man from Earth,2007,87,Science Fiction,Drama,Richard Schenkman,76,3031,"$200,000",-
Mortal Kombat Legends: Battle of the Realms,2021,80,Animation,Action,Ethan Spaulding,76,516,-,-
Lilya 4-ever,2002,109,Drama,Crime,Lukas Moodysson,76,692,"$2,700,000","$1,007,747"
Corpus Christi,2019,116,Drama,,Jan Komasa,76,627,"$1,300,000","$9,943,901"
I'm Starting from Three,1981,107,Comedy,,Massimo Troisi,76,713,-,-
Detachment,2011,98,Drama,,Tony Kaye,76,2080,"$3,000,000","$3,742,697"
Faces Places,2017,94,Documentary,,JR,76,425,-,"$1,108,983"
Häxan,1922,105,Documentary,Horror,Benjamin Christensen,76,449,"$220,000",-
Marcel the Shell with Shoes On,2022,90,Animation,Comedy,Dean Fleischer Camp,76,735,"$6,000,000","$6,909,209"
EXIT,2019,103,Action,Comedy,Lee Sang-geun,76,316,"$10,892,000","$69,501,772"
The Little Prince,2015,106,Adventure,Animation,Mark Osborne,76,3028,"$64,000,000","$101,281,211"
Toy Story 2,1999,92,Animation,Comedy,John Lasseter,76,15341,"$90,000,000","$497,375,404"
"Miraculous: Ladybug & Cat Noir, The Movie",2023,105,Animation,Fantasy,Jeremy Zag,76,982,"$86,000,000","$40,208,268"
Cobain: Montage of Heck,2015,132,Documentary,Music,Brett Morgen,76,761,-,-
Cowspiracy: The Sustainability Secret,2014,90,Documentary,,Keegan Kuhn,76,528,$117,-
Arsenic and Old Lace,1944,118,Comedy,Crime,Frank Capra,76,1072,"$1,120,175",-
The Others,2001,101,Horror,Mystery,Alejandro Amenábar,76,7398,"$17,000,000","$210,002,906"
Better Man,2024,135,Music,Drama,Michael Gracey,76,919,"$110,000,000","$22,549,151"
Kingsman: The Secret Service,2015,129,Crime,Comedy,Matthew Vaughn,76,18131,"$81,000,000","$414,351,546"
The Raid 2,2014,150,Action,Crime,Gareth Evans,76,2687,"$4,500,000","$6,566,916"
Frankenstein,2025,150,Drama,Fantasy,Guillermo del Toro,76,3835,"$120,000,000","$480,678"
Belle,2021,121,Animation,Science Fiction,Mamoru Hosoda,76,912,-,"$63,501,160"
Tangled,2010,100,Animation,Family,Nathan Greno,76,12691,"$260,000,000","$592,461,732"
Kind Hearts and Coronets,1949,104,Comedy,Crime,Robert Hamer,76,627,-,-
Eat Drink Man Woman,1994,123,Comedy,Drama,Ang Lee,76,418,-,"$24,194,403"
System Crasher,2019,118,Drama,,Nora Fingscheidt,76,397,-,-
A Short Film About Killing,1988,85,Crime,Drama,Krzysztof Kieślowski,76,413,-,-
Mildred Pierce,1945,111,Crime,Drama,Michael Curtiz,76,464,"$1,453,000","$5,638,000"
Three Colors: Blue,1993,98,Drama,,Krzysztof Kieślowski,76,1946,-,"$1,527,572"
Barbie in the 12 Dancing Princesses,2006,83,Animation,Family,Greg Richardson,76,1269,-,-
A Streetcar Named Desire,1951,122,Drama,Thriller,Elia Kazan,76,1520,"$1,800,000","$8,000,000"
Breakfast at Tiffany's,1961,115,Comedy,Romance,Blake Edwards,76,4565,"$2,500,000","$9,500,000"
"Paul, Apostle of Christ",2018,108,Drama,History,Andrew Hyatt,76,420,"$5,000,000","$26,078,500"
Roma,2018,135,Drama,,Alfonso Cuarón,76,4183,"$15,000,000","$1,140,769"
Children of Men,2006,109,Science Fiction,Thriller,Alfonso Cuarón,76,8101,"$76,000,000","$70,595,464"
"Germany, Year Zero",1948,74,Drama,,Roberto Rossellini,76,433,"$115,000",-
Sweet Smell of Success,1957,97,Drama,,Alexander Mackendrick,76,605,"$3,400,000","$2,500,000"
Twelve Monkeys,1995,129,Science Fiction,Thriller,Terry Gilliam,76,9378,"$29,000,000","$168,841,459"
The Lost Weekend,1945,101,Drama,,Billy Wilder,76,684,"$1,250,000","$11,000,000"
The Last Picture Show,1971,119,Drama,Romance,Peter Bogdanovich,76,800,"$1,300,000","$29,133,000"
Il Divo,2008,113,Drama,,Paolo Sorrentino,76,1205,"$7,275,000","$11,260,366"
The Last Samurai,2003,154,Drama,Action,Edward Zwick,76,7761,"$140,000,000","$456,800,000"
Laurence Anyways,2012,168,Drama,Romance,Xavier Dolan,76,918,"$9,500,000",-
Maurice,1987,140,Drama,Romance,James Ivory,76,633,"$2,600,000","$2,438,304"
All About My Mother,1999,101,Comedy,Drama,Pedro Almodóvar,76,2105,"$5,000,000","$67,958,231"
Guardians of the Galaxy Vol. 2,2017,137,Science Fiction,Adventure,James Gunn,76,23421,"$200,000,000","$863,756,051"
Avatar,2009,162,Science Fiction,Action,James Cameron,76,34642,"$237,000,000","$2,923,706,026"
Blue Velvet,1986,120,Mystery,Thriller,David Lynch,76,3944,"$6,000,000","$8,636,706"
Persian Lessons,2020,127,War,Drama,Vadim Perelman,76,513,-,"$3,825,668"
Bad Seeds,2018,100,Comedy,Drama,Kheiron,76,638,-,-
Le Cercle Rouge,1970,140,Crime,Drama,Jean-Pierre Melville,76,748,-,-
Mediterraneo,1991,96,Comedy,Romance,Gabriele Salvatores,76,1087,-,"$4,532,791"
Elevator to the Gallows,1958,92,Crime,Drama,Louis Malle,76,730,-,"$263,404"
Butch Cassidy and the Sundance Kid,1969,111,Western,Crime,George Roy Hill,76,2546,"$6,000,000","$102,308,889"
Nuremberg,2025,149,History,Drama,James Vanderbilt,76,1404,"$11,800,000","$37,009,109"
A Man Called Ove,2015,116,Comedy,Drama,Hannes Holm,76,1360,-,"$30,692,889"
The Servant,1963,116,Drama,,Joseph Losey,76,383,-,-
Dragon Ball Z: Bardock - The Father of Goku,1990,48,Animation,Action,Mitsuo Hashimoto,76,790,-,-
Andhadhun,2018,139,Crime,Mystery,Sriram Raghavan,76,651,"$4,500,000","$40,000,000"
Blade Runner 2049,2017,164,Science Fiction,Drama,Denis Villeneuve,76,15652,"$150,000,000","$259,239,658"
The Dirty Dozen,1967,149,Action,Adventure,Robert Aldrich,76,1369,"$5,400,000","$45,300,000"
Anastasia,1997,94,Animation,Family,Gary Goldman,76,5692,"$53,000,000","$139,804,348"
The Longest Day,1962,178,War,Action,Ken Annakin,76,1052,"$10,000,000","$50,100,000"
Drunken Angel,1948,98,Drama,,Akira Kurosawa,76,320,-,-
Night of the Living Dead,1968,96,Horror,Thriller,George A. Romero,76,2819,"$114,000","$30,236,452"
The Curious Case of Benjamin Button,2008,166,Drama,Fantasy,David Fincher,76,14016,"$150,000,000","$335,802,786"
The Anthem of the Heart,2015,119,Animation,Drama,Tatsuyuki Nagai,76,439,-,"$8,852,989"
